Piccard Pet Supplies,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255,Unnamed: 256,Unnamed: 257,Unnamed: 258,Unnamed: 259,Unnamed: 260,Unnamed: 261,Unnamed: 262,Unnamed: 263,Unnamed: 264,Unnamed: 265,Unnamed: 266,Unnamed: 267,Unnamed: 268,Unnamed: 269,Unnamed: 270,Unnamed: 271,Unnamed: 272,Unnamed: 273,Unnamed: 274,Unnamed: 275,Unnamed: 276,Unnamed: 277,Unnamed: 278,Unnamed: 279,Unnamed: 280,Unnamed: 281,Unnamed: 282,Unnamed: 283,Unnamed: 284,Unnamed: 285,Unnamed: 286,Unnamed: 287,Unnamed: 288,Unnamed: 289,Unnamed: 290,Unnamed: 291,Unnamed: 292,Unnamed: 293,Unnamed: 294,Unnamed: 295,Unnamed: 296,Unnamed: 297,Unnamed: 298,Unnamed: 299,Unnamed: 300,Unnamed: 301,Unnamed: 302
XPARCEL,,,,,Volume based on:,Priority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Priority,,,,,,,,,,,1,2,3,4,5,6,7,8,,,Discount Adjustment ,,,,,,,,,,Proposed CY Rate,,,,,,,,,,CY Best Rate Margin,,,,,,,,,,CY USPS Customer Discount,,,,,,,,,CY USPS,,,,,,,,,,CY Base Rate,,,,,,,,,,,CY Cost,,,,,,,,,,Horizontal Parity ,,,,,,,,,,Horizontal Parity (Individual Products),,,,,,,,,,FM Discount off Base,,,,,,,,,CY Tech Fee,,,,,,,,,,,% Change in Cost Override & Flipper Box,,,,,,,,,,USPS Negative Discounts & Flipper Box,,,,,,,,,,Parity with Expedited,,,,,,,,,,CY PODGA,,,,,,,,,,Fuel Surcharge Factor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,USPS,∆ in Customer,,,,,,0.024214058993439383,0,0.06807672842759531,0.13567278350813816,0.46890784870404495,0.07462051484415372,0.04823474796657828,0.18027331755605003,,,1,2,3,4,5,6,7,8,,,1,2.0,3.0,4.0,5.0,6.0,7.0,8.0,,,1,2.0,3.0,4.0,5.0,6.0,7.0,8.0,,,1,2.0,3.0,4.0,5.0,6.0,7.0,8.0,,,1,2.0,3.0,4.0,5.0,6.0,7.0,8.0,,,1,2.0,3.0,4.0,5.0,6.0,7.0,8.0,,,1,2.0,3.0,4.0,5.0,6.0,7.0,8.0,,,1,2.0,3.0,4.0,5.0,6.0,7.0,8.0,,,1,2.0,3.0,4.0,5.0,6.0,7.0,8.0,,,1,2.0,3.0,4.0,5.0,6.0,7.0,8.0,,,1,2.0,3.0,4.0,5.0,6.0,7.0,8.0,,,1,2.0,3.0,4.0,5.0,6.0,7.0,8.0,,,1,2.0,3.0,4.0,5.0,6.0,7.0,8.0,,,1,2.0,3.0,4.0,5.0,6.0,7.0,8.0,,,1,2.0,3.0,4.0,5.0,6.0,7.0,8.0,,,1,2.0,3.0,4.0,5.0,6.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Margin,Discount,Rate,PODGA,,,1.0,0,0,,0,0,0,0,0,0,,1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,1,3.38,3.41,3.44,3.52,3.58,3.66,3.72,3.87,,1,0.017639305645138492,0.026281775096940962,0.020996362834784454,0.02170400689358032,0.02221398501416505,0.022867946028539587,0.025887988584823884,0.02690522551648966,,1,0.059129287598944646,0.06313802083333331,0.05979274611398977,0.06222222222222218,0.0604726368159203,0.06051094890510955,0.06334128878281631,0.06356651376146805,,1,3.79,3.84,3.86,3.96,4.02,4.11,4.19,4.36,,1,3.79,3.84,3.86,3.96,4.02,4.11,4.19,4.36,,1,3.503,3.503,3.553,3.633,3.693,3.773,3.823,3.973,,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0.07572559366754616,0.08776041666666656,0.07953367875647666,0.08257575757575752,0.08134328358208942,0.08199513381995138,0.08758949880668265,0.08876146788990835,,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.42857142857143,1.2759643916913956,1.3680781758957652,1.345565749235474,1.3455657492354742,1.335311572700297,1.2806539509536774,1.2661498708010328,,1.0,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CY,0.047109869320255515,0.09179077804555735,,0.5641538829669637,,,2.0,0,0,,0,0,0,0,0,0,,2,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,2,3.38,3.41,3.44,3.53,3.58,3.66,3.73,3.88,,2,0.014274096301073902,0.02294617170018487,0.017689849002534896,0.021253171864720644,0.01903677619211519,0.01976018439385696,0.025450109906865026,0.026481653393267246,,2,0.059129287598944646,0.06313802083333331,0.05979274611398977,0.059558080808081004,0.0604726368159203,0.06051094890510955,0.06082338902147988,0.06114678899082582,,2,3.79,3.84,3.86,3.96,4.02,4.11,4.19,4.36,,2,3.79,3.84,3.86,3.96,4.02,4.11,4.19,4.36,,2,3.515,3.515,3.565,3.645,3.705,3.785,3.835,3.985,,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2,0.07255936675461738,0.08463541666666663,0.07642487046632118,0.07954545454545459,0.07835820895522372,0.07907542579075433,0.08472553699284024,0.08600917431192667,,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,1.4909090909090927,1.3230769230769233,1.4237288135593225,1.3650793650793656,1.3968253968253976,1.3846153846153846,1.2957746478873224,1.2800000000000005,,2.0,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PY,0.047109869320255515,0.05267753534058184,,0.4149610112373753,,,3.0,0,0,,0,0,0,0,0,0,,3,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,3,3.39,3.42,3.45,3.53,3.59,3.67,3.73,3.89,,3,0.016343021711473726,0.024971591696460793,0.019712892368981327,0.02044761891975333,0.02097717461616644,0.021656314165063195,0.024687750149295362,0.028253268192838688,,3,0.05634564643799478,0.06039062500000003,0.057059585492228004,0.059558080808081004,0.05784825870646759,0.057944038929440556,0.06082338902147988,0.05872706422018348,,3,3.79,3.84,3.86,3.96,4.02,4.11,4.19,4.36,,3,3.79,3.84,3.86,3.96,4.02,4.11,4.19,4.36,,3,3.518,3.518,3.568,3.648,3.708,3.788,3.838,3.988,,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3,0.07176781002638533,0.08385416666666667,0.07564766839378234,0.07878787878787874,0.07761194029850726,0.07834549878345509,0.08400954653937953,0.08532110091743128,,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,1.4705882352941146,1.3043478260869563,1.4041095890410957,1.3782051282051302,1.3782051282051304,1.3664596273291918,1.3068181818181817,1.2634408602150533,,3.0,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,∆,0,0.039113242704975515,0,-0.05729006274416194,,,4.0,0.028735632183908046,1.407794127525546,,3.957949327185775,7.887952529542917,27.26208422697936,4.338402025822892,2.8043458120103653,10.481006834654076,,4,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,4,3.39,3.42,3.45,3.53,3.59,3.67,3.74,3.89,,4,0.015783807965999763,0.024417283334719042,0.01916340407995054,0.01991058362310849,0.02044911483979983,0.021139765228508245,0.026788656005271583,0.02776593282081896,,4,0.05634564643799478,0.06039062500000003,0.057059585492228004,0.059558080808081004,0.05784825870646759,0.057944038929440556,0.05830548926014334,0.05872706422018348,,4,3.79,3.84,3.86,3.96,4.02,4.11,4.19,4.36,,4,3.79,3.84,3.86,3.96,4.02,4.11,4.19,4.36,,4,3.52,3.52,3.57,3.65,3.71,3.79,3.84,3.99,,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4,0.0712401055408971,0.08333333333333326,0.07512953367875652,0.07828282828282829,0.07711442786069644,0.07785888077858882,0.0835322195704058,0.08486238532110091,,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,1.4814814814814805,1.312500000000001,1.413793103448274,1.3870967741935494,1.3870967741935485,1.3750000000000009,1.2857142857142847,1.2702702702702713,,4.0,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,5.0,0,0,,0,0,0,0,0,0,,5,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,5,3.76,3.8,3.84,3.91,3.95,3.99,4.06,4.18,,5,0.016083492991832093,0.026440508855075984,0.019302922590837213,0.02231488103174495,0.022616833643289924,0.022912732067134622,0.02575117316088049,0.02877616272477812,,5,0.05776722090261288,0.06331775700934594,0.06004640371229697,0.0582077625570776,0.05931151241534982,0.05828859060402669,0.058615384615384625,0.05771367521367532,,5,4.21,4.28,4.31,4.38,4.43,4.47,4.55,4.68,,5,4.21,4.28,4.31,4.38,4.43,4.47,4.55,4.68,,5,3.903,3.903,3.973,4.033,4.073,4.113,4.173,4.283,,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5,0.07292161520190021,0.08808411214953271,0.07819025522041756,0.07922374429223733,0.08058690744920982,0.07986577181208043,0.08285714285714285,0.08482905982905975,,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,1.4657980456026067,1.2732095490716193,1.3946587537091992,1.3544668587896262,1.3445378151260516,1.3445378151260516,1.299734748010611,1.259445843828716,,5.0,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Cust Disc Adj,,PODGA Adj,,,,6.0,0,0,,0,0,0,0,0,0,,6,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,6,3.76,3.8,3.85,3.91,3.95,3.99,4.06,4.18,,6,0.01557930825854592,0.025941631329508552,0.021357789130300953,0.02183003842377662,0.0221369008338832,0.022437610614213344,0.025284243457147526,0.02832263770153509,,6,0.05776722090261288,0.06331775700934594,0.057598607888631026,0.0582077625570776,0.05931151241534982,0.05828859060402669,0.058615384615384625,0.05771367521367532,,6,4.21,4.28,4.31,4.38,4.43,4.47,4.55,4.68,,6,4.21,4.28,4.31,4.38,4.43,4.47,4.55,4.68,,6,3.905,3.905,3.975,4.035,4.075,4.115,4.175,4.285,,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6,0.07244655581947745,0.08761682242990665,0.07772621809744773,0.07876712328767121,0.08013544018058683,0.07941834451901553,0.08241758241758246,0.08440170940170932,,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.0,1.4754098360655736,1.2799999999999998,1.3731343283582083,1.3623188405797093,1.3521126760563387,1.3521126760563398,1.3066666666666669,1.265822784810127,,6.0,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,7.0,0,0,,0,0,0,0,0,0,,7,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,7,3.76,3.8,3.85,3.91,3.96,4.0,4.07,4.18,,7,0.014823031158616495,0.025193315041157294,0.020619191235304868,0.021102774511823963,0.02388817080760186,0.024170616113743937,0.026980448781396604,0.02764235016667027,,7,0.05776722090261288,0.06331775700934594,0.057598607888631026,0.0582077625570776,0.05693002257336344,0.055928411633109576,0.05629670329670322,0.05771367521367532,,7,4.21,4.28,4.31,4.38,4.43,4.47,4.55,4.68,,7,4.21,4.28,4.31,4.38,4.43,4.47,4.55,4.68,,7,3.908,3.908,3.978,4.038,4.078,4.118,4.178,4.288,,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7,0.0717339667458432,0.08691588785046733,0.07703016241299288,0.07808219178082187,0.07945823927765228,0.07874720357941822,0.08175824175824176,0.08376068376068369,,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,1.4900662251655639,1.2903225806451621,1.3855421686746998,1.3742690058479528,1.335227272727274,1.3352272727272738,1.2903225806451595,1.2755102040816333,,7.0,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
